Pclass,Sex,Age,SibSp,Parch,Fare,Family Aboard,Alone,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rev,Title_Special
1.0,0.0,16.0,0.0,1.0,39.4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,33.84537716908345,0.0,0.0,7.8292,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,36.0,0.0,1.0,512.3292,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,41.87376090764592,1.0,0.0,51.8625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,33.0,1.0,2.0,27.75,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,24.82893815043975,0.0,0.0,14.4583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,32.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,30.531677101833747,0.0,0.0,7.775,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,26.0,0.0,0.0,7.8875,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,28.0,0.0,0.0,12.65,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,42.91582479614912,0.0,0.0,29.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,33.845725273851826,0.0,0.0,7.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,15.0,1.0,1.0,7.2292,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,60.0,1.0,1.0,79.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,16.0,1.0,1.0,20.25,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,20.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,31.408102628992637,1.0,0.0,15.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,44.31891043906873,0.0,0.0,42.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,22.0,1.0,2.0,41.5792,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,50.0,1.0,0.0,55.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,33.0,1.0,0.0,53.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,3.0,3.0,1.0,21.075,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,33.845725273851826,0.0,0.0,7.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,63.0,0.0,0.0,9.5875,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,16.0,2.0,0.0,18.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,40.5,0.0,2.0,14.5,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,31.0,0.0,0.0,7.8542,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,0.0,18.679377951360053,1.0,0.0,15.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,30.53046840472134,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,28.0,0.0,0.0,9.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,24.0,0.0,2.0,16.7,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,74.0,0.0,0.0,7.775,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,22.0,0.0,0.0,135.6333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,44.0,0.0,1.0,57.9792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,0.83,0.0,2.0,29.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,26.0,1.0,1.0,26.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,39.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,21.0,2.0,2.0,34.375,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,56.0,0.0,0.0,35.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,1.0,29.072240680955044,0.0,0.0,7.8958,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,30.53046840472134,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,29.0,1.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,36.0,0.0,2.0,71.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,17.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,33.845725273851826,0.0,0.0,7.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,41.873156559089715,1.0,0.0,52.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,50.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,32.0,0.0,0.0,7.925,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,30.533984614502888,0.0,0.0,7.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,25.0,0.0,0.0,7.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,24.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,50.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,19.0,1.0,0.0,7.8542,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,16.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,47.0,0.0,0.0,7.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,27.0,0.0,0.0,30.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,50.0,1.0,0.0,106.425,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,42.0,1.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,29.075170562755517,0.0,0.0,7.2292,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,25.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,40.0,0.0,0.0,27.7208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,1.0,40.0,0.0,0.0,7.225,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,41.0,0.0,5.0,39.6875,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,4.0,0.0,2.0,81.8583,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,22.0,0.0,0.0,7.7958,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,30.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,32.0,0.0,0.0,7.925,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,41.0,0.0,1.0,19.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,17.0,1.0,0.0,57.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,24.0,0.0,3.0,19.2583,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,30.5,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,28.71109305726444,0.0,0.0,110.8833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,27.0,0.0,2.0,211.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,70.0,0.0,0.0,10.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,21.0,0.0,1.0,77.2875,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,49.0,1.0,0.0,76.7292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,24.212328989843957,0.0,0.0,7.7375,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,0.0,16.0,0.0,0.0,7.7333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,19.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,21.0,1.0,0.0,9.825,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,30.0,0.0,0.0,106.425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,33.845725273851826,0.0,0.0,7.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,23.0,0.0,1.0,63.3583,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,29.0,0.0,4.0,21.075,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,14.050428889761807,1.0,1.0,22.3583,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,20.0,0.0,0.0,4.0125,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,35.0,1.0,0.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,50.0,0.0,0.0,28.7125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,0.0,28.091527181194074,1.0,0.0,16.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,47.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,36.0,0.0,0.0,7.4958,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,19.0,0.0,0.0,7.775,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,19.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,10.0,0.0,2.0,24.15,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,45.5,0.0,0.0,7.225,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,25.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,24.0,0.0,0.0,69.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,38.0,0.0,0.0,227.525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,0.0,24.21234744994531,0.0,0.0,7.7333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,30.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,8.0,0.0,2.0,26.25,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,39.0,0.0,0.0,7.925,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,59.0,0.0,0.0,13.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,25.0,1.0,0.0,7.775,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,34.0,0.0,1.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,43.0,0.0,1.0,211.3375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,47.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,30.53046840472134,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.0,19.0,1.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,42.0,1.0,0.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,40.0,1.0,4.0,27.9,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,30.531146154156733,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,51.0,0.0,0.0,26.55,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,22.0,0.0,0.0,9.35,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,31.0,1.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,44.391322384257485,0.0,0.0,25.925,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,36.0,0.0,0.0,12.875,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,9.0,4.0,2.0,31.275,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,46.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,31.0,1.0,1.0,20.525,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,25.0,1.0,2.0,41.5792,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,36.0,1.0,0.0,17.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,26.0,1.0,2.0,20.575,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,30.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,41.0,0.0,0.0,134.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,30.533984614502888,0.0,0.0,7.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,44.38857534536565,0.0,0.0,26.55,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,21.0,0.0,0.0,7.925,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,30.52777630660734,0.0,0.0,8.6625,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,28.0,0.0,0.0,10.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,22.0,0.0,0.0,8.05,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,29.075170562755517,0.0,0.0,7.2292,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,28.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0,45.0,0.0,1.0,14.4542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,30.0,0.0,0.0,7.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,20.0,0.0,0.0,9.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,44.35143537954805,0.0,0.0,35.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,26.0,0.0,0.0,7.8958,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,54.0,1.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,1.0,28.0,0.0,0.0,7.7958,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,39.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,51.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,33.0,0.0,0.0,86.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,1.0,1.0,4.0,1.0,39.6875,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,13.0,0.0,0.0,7.2292,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,6.0,0.0,1.0,33.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,1.0,28.5,0.0,0.0,16.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,28.0,0.0,0.0,47.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,45.0,1.0,1.0,164.8667,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,42.92452389914867,0.0,0.0,27.7208,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,1.0,32.0,0.0,0.0,10.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,35.0,0.0,0.0,7.125,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,1.0,33.84924148363337,0.0,0.0,6.95,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
